State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
CA,06,35220,San Ysidro Elementary School District,"42,604","3,572",748
CA,06,35250,Sanger Unified School District,"58,923","12,885","2,145"
CA,06,35310,Santa Ana Unified School District,"238,905","41,936","6,563"
CA,06,01414,Santa Barbara Unified School District,"187,231","16,053","1,890"
CA,06,35490,Santa Clara Elementary School District,213,35,6
CA,06,35430,Santa Clara Unified School District,"165,574","19,199","1,116"
CA,06,35590,Santa Cruz City Elementary School District,"63,112","2,637",299
CA,06,35600,Santa Cruz City High School District,"117,505","5,456",556
CA,06,35670,Santa Maria Joint Union High School District,"153,806","10,324","2,191"
CA,06,05580,Santa Maria-Bonita Elementary School District,"106,873","15,998","4,330"
CA,06,35700,Santa Monica-Malibu Unified School District,"105,974","10,725",962
CA,06,01421,Santa Paula Unified School District,"32,470","5,513",865
CA,06,35790,Santa Rita Union Elementary School District,"24,953","2,900",700
CA,06,35810,Santa Rosa Elementary School District,"70,469","5,528",626
CA,06,35830,Santa Rosa High School District,"208,970","14,253","1,346"
CA,06,35850,Santa Ynez Valley Union High School District,"22,333","1,330",95
CA,06,35880,Santee School District,"63,422","6,794",545
CA,06,35910,Saratoga Union Elementary School District,"20,076","2,167",55
CA,06,35940,Saucelito Elementary School District,182,27,8
CA,06,35970,Saugus Union Elementary School District,"112,168","10,791",604
CA,06,36000,Sausalito Elementary School District,"10,978",571,80
CA,06,36030,Savanna Elementary School District,"29,160","2,334",337
CA,06,36100,Scotia Union Elementary School District,"1,074",147,23
CA,06,00159,Scott Valley Unified School District,"5,117",825,160
CA,06,00043,Scotts Valley Unified School District,"17,922","2,917",142
CA,06,36180,Sebastopol Union Elementary School District,"11,749","1,012",86
CA,06,36210,Seeley Union Elementary School District,"2,568",366,85
CA,06,36240,Seiad Elementary School District,273,19,3
CA,06,36270,Selma Unified School District,"30,114","6,513","1,408"
CA,06,36330,Semitropic Elementary School District,195,43,13
CA,06,36360,Sequoia Union Elementary School District,"2,206",302,47
CA,06,36390,Sequoia Union High School District,"247,450","11,030",692
CA,06,36420,Shaffer Union Elementary School District,"8,494",280,47
CA,06,36450,Shandon Joint Unified School District,"1,762",343,24
CA,06,36570,Shasta Union Elementary School District,"1,357",137,11
CA,06,36600,Shasta Union High School District,"102,557","5,490",705
CA,06,36660,Shiloh Elementary School District,756,94,13
CA,06,36670,Shoreline Unified School District,"5,933",638,36
CA,06,36800,Sierra Sands Unified School District,"35,405","6,524","1,070"
CA,06,36805,Sierra Unified School District,"10,539","1,632",158
CA,06,36780,Sierra-Plumas Joint Unified School District,"3,872",527,71
CA,06,36810,Silver Fork Elementary School District,237,18,4
CA,06,36820,Silver Valley Unified School District,"12,141","2,118",191
CA,06,36840,Simi Valley Unified School District,"127,526","19,662","1,801"
CA,06,36940,Siskiyou Union High School District,"15,443",760,123
CA,06,36960,Snelling-Merced Falls Union Elementary School District,679,88,9
CA,06,36970,Snowline Joint Unified School District,"41,946","8,289","1,250"
CA,06,36990,Solana Beach Elementary School District,"41,032","3,499",123
CA,06,37050,Soledad Unified School District,"25,183","4,780",756
CA,06,37110,Solvang Elementary School District,"6,519",548,45
CA,06,37140,Somis Union Elementary School District,"3,093",293,31
CA,06,37200,Sonoma Valley Unified School District,"36,854","4,680",400
CA,06,37230,Sonora Elementary School District,"9,201",788,127
CA,06,37260,Sonora Union High School District,"39,150","1,791",212
CA,06,37290,Soquel Elementary School District,"26,054","2,115",195
CA,06,37320,Soulsbyville Elementary School District,"4,891",489,37
CA,06,37350,South Bay Union Elementary School District,"6,961",511,90
CA,06,37380,South Bay Union School District,"75,735","6,550","1,117"
CA,06,37470,South Fork Union School District,"3,166",263,55
CA,06,19650,South Monterey County Joint Union High School District,"38,318","2,806",469
CA,06,37500,South Pasadena Unified School District,"25,972","4,760",257
CA,06,37530,South San Francisco Unified School District,"76,865","9,903",803
CA,06,37560,South Whittier Elementary School District,"27,020","3,283",539
CA,06,37590,Southern Humboldt Joint Unified School District,"7,836",935,295
CA,06,37620,Southern Kern Unified School District,"22,140","4,775",968
CA,06,37630,Southern Trinity Joint Unified School District,925,101,28
CA,06,37650,Southside Elementary School District,"1,898",168,12
CA,06,37680,Spencer Valley Elementary School District,476,30,4
CA,06,37710,Spreckels Union Elementary School District,"6,874",697,53
CA,06,37770,Springville Union Elementary School District,"4,258",387,48
CA,06,37830,St. Helena Unified School District,"8,979","1,210",81
CA,06,37890,Standard Elementary School District,"25,215","3,392",909
CA,06,37950,Stanislaus Union Elementary School District,"31,341","3,740",570
CA,06,38010,Stockton Unified School District,"223,164","44,970","10,316"
CA,06,38040,Stone Corral Elementary School District,640,91,38
CA,06,38070,Stony Creek Joint Unified School District,838,160,75
CA,06,38130,Strathmore Union Elementary School District,"5,542",863,185
CA,06,38220,Sulphur Springs Union Elementary School District,"64,654","6,012",723
CA,06,38250,Summerville Elementary School District,"4,328",478,56
CA,06,38280,Summerville Union High School District,"9,717",494,53
CA,06,38340,Sundale Union Elementary School District,"2,263",380,44
CA,06,38430,Sunnyside Union Elementary School District,"2,176",367,97
CA,06,38460,Sunnyvale Elementary School District,"93,523","7,720",455
CA,06,00021,Sunol Glen Unified School District,924,108,4
CA,06,38520,Surprise Valley Joint Unified School District,"1,085",121,41
CA,06,38550,Susanville Elementary School District,"9,702","1,254",210
CA,06,38610,Sutter Union High School District,"7,497",508,60
CA,06,38640,Sweetwater Union High School District,"487,445","42,473","5,655"
CA,06,38670,Sylvan Union Elementary School District,"77,923","9,822","1,164"
CA,06,38700,Taft City School District,"18,496","2,501",693
CA,06,38730,Taft Union High School District,"19,417","1,309",325
CA,06,38770,Tahoe-Truckee Unified School District,"32,898","4,769",263
CA,06,38790,Tamalpais Union High School District,"114,924","5,240",230
CA,06,38880,Tehachapi Unified School District,"35,530","5,923",688
CA,06,00028,Temecula Valley Unified School District,"167,182","34,328","2,216"
CA,06,38980,Temple City Unified School District,"34,332","5,342",697
CA,06,39000,Templeton Unified School District,"11,343","1,943",180
CA,06,39060,Terra Bella Union Elementary School District,"5,624",872,231
CA,06,39180,Thermalito Union School District,"12,601","1,542",377
CA,06,39210,Three Rivers Union Elementary School District,"2,140",168,43
CA,06,39300,Tipton Elementary School District,"3,225",550,105
CA,06,39420,Torrance Unified School District,"141,798","21,496","1,726"
CA,06,00047,Tracy Unified School District,"104,290","17,733","2,099"
CA,06,39600,Traver Joint Elementary School District,"1,196",210,43
CA,06,39630,Travis Unified School District,"31,969","5,602",332
CA,06,39690,Tres Pinos Union Elementary School District,851,95,4
CA,06,39720,Trinidad Union Elementary School District,"2,068",175,28
CA,06,01331,Trinity Alps Unified School District,"8,450",889,167
CA,06,39750,Trinity Center Elementary School District,382,21,5
CA,06,39840,Trona Joint Unified School District,"1,698",287,64
CA,06,39870,Tulare City Elementary School District,"70,494","11,143","2,392"
CA,06,39930,Tulare Joint Union High School District,"88,321","6,244","1,194"
CA,06,39940,Tulelake Basin Joint Unified School District,"1,982",410,71
CA,06,00158,Turlock Unified School District,"84,417","14,529","2,044"
CA,06,40150,Tustin Unified School District,"141,047","23,691","2,060"
CA,06,40200,Twain Harte School District,"5,389",422,62
CA,06,40230,Twin Hills Union Elementary School District,"5,560",385,29
CA,06,00012,Twin Ridges Elementary School District,"2,419",182,62
CA,06,01332,Twin Rivers Unified School District,"203,487","35,433","6,892"
CA,06,40260,Two Rock Union Elementary School District,"1,500",147,7
CA,06,40300,Ukiah Unified School District,"39,219","6,835","1,000"
CA,06,40320,Union Elementary School District,"45,747","6,301",185
CA,06,40380,Union Hill Elementary School District,"2,591",209,21
CA,06,00016,Upland Unified School District,"78,219","12,718","1,500"
CA,06,01442,Upper Lake Unified School District,"9,395","1,055",261
CA,06,40590,Vacaville Unified School District,"87,877","14,127","1,195"
CA,06,91135,Val Verde Unified School District,"91,762","19,648","3,061"
CA,06,40650,Valle Lindo Elementary School District,"6,102",561,95
CA,06,40680,Vallecito Union Elementary School District,"9,917",732,132
CA,06,40710,Vallecitos Elementary School District,"2,324",197,36
CA,06,40740,Vallejo City Unified School District,"128,435","19,100","2,898"
CA,06,00069,Valley Center-Pauma Unified School District,"27,179","4,332",383
CA,06,40800,Valley Home Joint Elementary School District,"1,876",214,15
CA,06,40980,Ventura Unified School District,"120,069","17,727","1,998"
CA,06,41040,Victor Elementary School District,"110,559","12,928","3,138"
CA,06,36972,Victor Valley Union High School District,"184,577","19,265","4,300"
CA,06,41130,Vineland Elementary School District,"3,568",602,239
CA,06,41160,Visalia Unified School District,"162,634","33,991","6,236"
CA,06,41190,Vista Unified School District,"152,081","23,762","2,734"
CA,06,41220,Vista del Mar Union Elementary School District,546,44,8
CA,06,41250,Walnut Creek Elementary School District,"53,006","3,931",203
CA,06,41280,Walnut Valley Unified School District,"54,354","8,716",932
CA,06,00042,Warner Unified School District,"2,173",203,20
CA,06,41400,Wasco Union Elementary School District,"27,856","4,050",994
CA,06,41430,Wasco Union High School District,"31,108","2,080",452
CA,06,41460,Washington Colony Elementary School District,"2,737",348,79
CA,06,01415,Washington Unified School District,"18,110","2,698",925
CA,06,41580,Washington Unified School District,"54,960","9,230","1,388"
CA,06,41610,Washington Union Elementary School District,"6,931",489,27
CA,06,00063,Waterford Unified School District,"10,292","2,300",247
CA,06,41790,Waugh Elementary School District,"6,399",537,22
CA,06,41820,Waukena Joint Union Elementary School District,872,159,34
CA,06,41880,Weaver Union Elementary School District,"16,255","2,910",862
CA,06,41980,Weed Union Elementary School District,"3,888",369,76
CA,06,32550,West Contra Costa Unified School District,"257,082","37,965","4,944"
CA,06,42000,West Covina Unified School District,"58,715","9,077","1,204"
CA,06,42060,West Park Elementary School District,"1,611",209,88
CA,06,42270,West Side Union Elementary School District,798,29,2
CA,06,02670,West Sonoma County Union High School District,"46,708","2,031",136
CA,06,42140,Western Placer Unified School District,"59,853","9,233",518
CA,06,42150,Westminster School District,"83,763","8,611","1,470"
CA,06,42180,Westmorland Union Elementary School District,"2,247",370,143
CA,06,42210,Westside Elementary School District,826,154,22
CA,06,42120,Westside Union Elementary School District,"71,835","8,285",819
CA,06,42300,Westwood Unified School District,"1,543",229,55
CA,06,42330,Wheatland Elementary School District,"8,518","1,083",160
CA,06,42350,Wheatland Union High School District,"17,356",946,88
CA,06,42420,Whitmore Union Elementary School District,719,50,7
CA,06,42450,Whittier City Elementary School District,"64,471","6,798",924
CA,06,42480,Whittier Union High School District,"213,550","12,247","1,376"
CA,06,42510,William S. Hart Union High School District,"276,711","24,110","1,795"
CA,06,42540,Williams Unified School District,"6,294","1,372",169
CA,06,42560,Willits Unified School District,"13,456","2,264",389
CA,06,42600,Willow Creek Elementary School District,722,67,16
CA,06,42630,Willow Grove Union Elementary School District,325,35,3
CA,06,42710,Willows Unified School District,"9,261","1,852",280
CA,06,42750,Wilmar Union Elementary School District,"3,075",193,14
CA,06,42810,Wilsona Elementary School District,"10,387","1,428",385
CA,06,00034,Windsor Unified School District,"27,693","4,509",273
CA,06,42900,Winship Robbins Elementary School District,584,78,6
CA,06,42930,Winters Joint Unified School District,"9,458","1,733",163
CA,06,42960,Winton School District,"12,327","2,015",414
CA,06,01428,Wiseburn Unified School District,"14,461","2,258",141
CA,06,01418,Woodlake Unified School District,"12,608","2,312",567
CA,06,43080,Woodland Joint Unified School District,"67,804","11,591","1,183"
CA,06,43140,Woodside Elementary School District,"3,037",373,8
CA,06,43170,Woodville Elementary School District,"2,652",452,136
CA,06,43200,Wright Elementary School District,"18,071","1,501",145
CA,06,00160,Yosemite Unified School District,"23,702","2,338",288
CA,06,43380,Yreka Union Elementary School District,"9,644","1,084",223
CA,06,43410,Yreka Union High School District,"17,406",880,170
CA,06,43470,Yuba City Unified School District,"76,956","14,203","2,582"
